workload,arm,repetition,random_seed,status,correct,selected_latency_ms,readiness_seconds,internal_selected_performance,incumbent_best_perf,attempted,provider_requests,input_tokens,output_tokens,tier,decision,evaluation_count,llm_attempts,lfbo_attempts
gdn_fwd_h-b1h4s4096ds64,hybrid_lfbo_llm,5,1004,completed,True,0.03590400144457817,174.32548642298207,0.03519999980926514,0.03519999980926514,80,1,3573,668,,BaselineSearch,72,26,54
gdn_fwd_h-b1h4s4096ds64,lfbo,1,1000,completed,True,0.033952001482248306,146.2187560290331,0.033504001796245575,0.033504001796245575,80,0,,,,BaselineSearch,41,,
gdn_fwd_h-b1h4s4096ds64,lfbo,2,1001,completed,True,0.03311999887228012,131.7915838100016,0.03302399814128876,0.03280000016093254,80,0,,,,BaselineSearch,41,,
gdn_fwd_h-b1h4s4096ds64,lfbo,3,1002,completed,False,,89.25174038199475,0.028991999104619026,0.028991999104619026,80,0,,,,BaselineSearch,42,,
gdn_fwd_h-b1h4s4096ds64,lfbo,4,1003,completed,True,0.03420799970626831,140.46045253699413,0.033504001796245575,0.033504001796245575,80,0,,,,BaselineSearch,42,,
gdn_fwd_h-b1h4s4096ds64,lfbo,5,1004,completed,True,0.054207999259233475,114.67078387801303,0.05152000114321709,0.049695998430252075,80,0,,,,BaselineSearch,41,,
gdn_fwd_h-b1h4s4096ds64,llm,1,1000,completed,True,0.03699199855327606,71.02279312396422,0.03670400008559227,0.03670400008559227,26,1,3573,684,,BaselineSearch,33,,
gdn_fwd_h-b1h4s4096ds64,llm,2,1001,completed,True,0.03699199855327606,68.67864069901407,0.036288000643253326,0.036288000643253326,26,1,3573,679,,BaselineSearch,34,,
gdn_fwd_h-b1h4s4096ds64,llm,3,1002,completed,False,,75.5878170549986,0.03519999980926514,0.03519999980926514,26,1,3573,661,,BaselineSearch,33,,
gdn_fwd_h-b1h4s4096ds64,llm,4,1003,completed,True,0.0344959981739521,70.5599328809767,0.03411199897527695,0.033440001308918,26,1,3573,733,,BaselineSearch,34,,
gdn_fwd_h-b1h4s4096ds64,llm,5,1004,completed,True,0.03670400008559227,79.86444419797044,0.03580800071358681,0.03580800071358681,26,1,3573,674,,BaselineSearch,33,,
gdn_fwd_h-b1h4s8192ds128,contextual_rag_llm,1,1000,completed,True,0.06060799956321716,93.13403098896379,0.05987200140953064,0.05967999994754791,26,1,5307,1013,1,ContextualSearch,34,,
gdn_fwd_h-b1h4s8192ds128,contextual_rag_llm,2,1001,completed,True,0.06108799949288368,101.18162066396326,0.060127999633550644,0.060127999633550644,26,1,5307,1008,1,ContextualSearch,34,,
gdn_fwd_h-b1h4s8192ds128,contextual_rag_llm,3,1002,completed,True,0.06409599632024765,101.41726107499562,0.06275200098752975,0.06259199976921082,26,1,5307,934,1,ContextualSearch,33,,
gdn_fwd_h-b1h4s8192ds128,contextual_rag_llm,4,1003,completed,True,0.06304000318050385,75.44347088999348,0.06159999966621399,0.06159999966621399,26,1,5307,1120,1,ContextualSearch,33,,
gdn_fwd_h-b1h4s8192ds128,contextual_rag_llm,5,1004,completed,True,0.06384000182151794,95.23655734100612,0.0631679967045784,0.0631679967045784,26,1,5307,1075,1,ContextualSearch,33,,
gdn_fwd_h-b1h4s8192ds128,hybrid_lfbo_llm,1,1000,completed,True,0.060495998710393906,209.5257292049937,0.060095999389886856,0.05967999994754791,80,1,3573,702,,BaselineSearch,71,26,54
gdn_fwd_h-b1h4s8192ds128,hybrid_lfbo_llm,2,1001,completed,True,0.06083200126886368,207.98601570999017,0.06015999987721443,0.06015999987721443,80,1,3573,691,,BaselineSearch,71,26,54
gdn_fwd_h-b1h4s8192ds128,hybrid_lfbo_llm,3,1002,completed,True,0.05379199981689453,237.79370206099702,0.05344000086188316,0.053408000618219376,80,1,3573,688,,BaselineSearch,71,26,54
gdn_fwd_h-b1h4s8192ds128,hybrid_lfbo_llm,4,1003,completed,True,0.07689599692821503,223.4487972969655,0.0753600001335144,0.0753600001335144,80,1,3573,787,,BaselineSearch,72,26,54
gdn_fwd_h-b1h4s8192ds128,hybrid_lfbo_llm,5,1004,completed,True,0.06710399687290192,197.37397885299288,0.0663679987192154,0.06623999774456024,80,1,3573,674,,BaselineSearch,71,26,54
gdn_fwd_h-b1h4s8192ds128,lfbo,1,1000,completed,True,0.06035200133919716,137.3128389310441,0.05987200140953064,0.05929600074887276,80,0,,,,BaselineSearch,41,,
gdn_fwd_h-b1h4s8192ds128,lfbo,2,1001,completed,True,0.08297599852085114,143.68727481999667,0.08102399855852127,0.08102399855852127,80,0,,,,BaselineSearch,41,,
gdn_fwd_h-b1h4s8192ds128,lfbo,3,1002,completed,True,0.05382400006055832,95.22802750201663,0.05344000086188316,0.05331199988722801,80,0,,,,BaselineSearch,41,,
gdn_fwd_h-b1h4s8192ds128,lfbo,4,1003,completed,True,0.0769599974155426,159.69308923505014,0.07587199658155441,0.07587199658155441,80,0,,,,BaselineSearch,42,,
gdn_fwd_h-b1h4s8192ds128,lfbo,5,1004,completed,True,0.10659199953079224,126.6055921150255,0.10470400005578995,0.1040160022675991,80,0,,,,BaselineSearch,42,,
gdn_fwd_h-b1h4s8192ds128,llm,1,1000,completed,True,0.060896001756191254,76.07482583500678,0.05951999872922897,0.05951999872922897,26,1,3573,670,,BaselineSearch,34,,
gdn_fwd_h-b1h4s8192ds128,llm,2,1001,completed,True,0.07744000107049942,80.89700808899943,0.07628799974918365,0.07628799974918365,26,1,3573,752,,BaselineSearch,34,,
gdn_fwd_h-b1h4s8192ds128,llm,3,1002,completed,True,0.0814720019698143,81.47177234501578,0.08044800162315369,0.08044800162315369,26,1,3573,644,,BaselineSearch,33,,
gdn_fwd_h-b1h4s8192ds128,llm,4,1003,completed,True,0.06828799843788147,70.46557700703852,0.06681600213050842,0.06681600213050842,26,1,3573,721,,BaselineSearch,32,,
gdn_fwd_h-b1h4s8192ds128,llm,5,1004,completed,True,0.08140800148248672,90.61964559799526,0.08009599894285202,0.08009599894285202,26,1,3573,614,,BaselineSearch,32,,
grouped_gemm-g2m1024,contextual_rag_llm,1,1000,completed,True,0.08214399963617325,65.95470428100089,0.029311999678611755,0.029311999678611755,26,1,3707,777,1,BaselineSearch,33,,
grouped_gemm-g2m1024,contextual_rag_llm,2,1001,completed,True,0.08171200007200241,62.637510458996985,0.029184000566601753,0.028031999245285988,26,1,3707,730,1,BaselineSearch,33,,
grouped_gemm-g2m1024,contextual_rag_llm,3,1002,completed,True,0.08320000022649765,85.16126098998939,0.02969600073993206,0.028416000306606293,26,1,3707,709,1,BaselineSearch,33,,
grouped_gemm-g2m1024,contextual_rag_llm,4,1003,completed,True,0.08745600283145905,65.64352240099106,0.03129599988460541,0.02844800055027008,26,1,3707,786,1,BaselineSearch,34,,
grouped_gemm-g2m1024,contextual_rag_llm,5,1004,completed,True,0.08019199967384338,64.70799775101477,0.0306560005992651,0.028416000306606293,26,1,3707,770,1,BaselineSearch,34,,
grouped_gemm-g2m1024,hybrid_lfbo_llm,1,1000,completed,True,0.08539200201630592,133.6232898090093,0.027871999889612198,0.027744000777602196,80,1,3707,770,,BaselineSearch,71,26,54
grouped_gemm-g2m1024,hybrid_lfbo_llm,2,1001,completed,True,0.08152000233530998,212.94305223599076,0.03062400035560131,0.028255999088287354,80,1,3707,723,,BaselineSearch,72,26,54
grouped_gemm-g2m1024,hybrid_lfbo_llm,3,1002,completed,True,0.0806720033288002,222.22868062497582,0.02956799976527691,0.028416000306606293,80,1,3707,764,,BaselineSearch,71,26,54
grouped_gemm-g2m1024,hybrid_lfbo_llm,4,1003,completed,True,0.07958400249481201,176.4683310930268,0.027264000847935677,0.02489599958062172,80,1,3707,763,,BaselineSearch,72,26,54
grouped_gemm-g2m1024,hybrid_lfbo_llm,5,1004,completed,True,0.08851200342178345,151.0554681100184,0.029311999678611755,0.027712000533938408,80,1,3707,796,,BaselineSearch,72,26,54
grouped_gemm-g2m1024,lfbo,1,1000,completed,True,0.1364160031080246,76.08782135200454,0.07827199995517731,0.07321599870920181,80,0,,,,BaselineSearch,43,,
grouped_gemm-g2m1024,lfbo,2,1001,completed,True,0.1181119978427887,160.6173295689805,0.059007998555898666,0.059007998555898666,80,0,,,,BaselineSearch,41,,
grouped_gemm-g2m1024,lfbo,3,1002,completed,True,0.1542080044746399,159.58707402599975,0.08966399729251862,0.08966399729251862,80,0,,,,BaselineSearch,43,,
grouped_gemm-g2m1024,lfbo,4,1003,completed,True,0.14921600371599197,68.19893531198613,0.0695360004901886,0.0695360004901886,80,0,,,,BaselineSearch,42,,
grouped_gemm-g2m1024,lfbo,5,1004,completed,True,0.3306879997253418,102.8756660289946,0.2651199996471405,0.2513599991798401,80,0,,,,BaselineSearch,43,,
grouped_gemm-g2m1024,llm,1,1000,completed,True,0.09247999638319016,54.37281212201924,0.029279999434947968,0.029279999434947968,26,1,3707,759,,BaselineSearch,33,,
grouped_gemm-g2m1024,llm,2,1001,completed,True,0.08315199986100197,54.94871414700174,0.0297279991209507,0.028095999732613564,26,1,3707,779,,BaselineSearch,34,,
grouped_gemm-g2m1024,llm,3,1002,completed,True,0.08310399949550629,77.04539366200333,0.029632000252604485,0.028095999732613564,26,1,3707,752,,BaselineSearch,34,,
grouped_gemm-g2m1024,llm,4,1003,completed,True,0.0825280025601387,55.58799039199948,0.031136000528931618,0.028416000306606293,26,1,3707,722,,BaselineSearch,33,,
grouped_gemm-g2m1024,llm,5,1004,completed,True,0.0841439999639988,55.44728132101591,0.029311999678611755,0.02831999957561493,26,1,3707,744,,BaselineSearch,34,,
grouped_gemm-g4m512,contextual_rag_llm,1,1000,completed,True,0.07072000205516815,62.75828646199079,0.01836800016462803,0.017920000478625298,26,1,3707,756,1,BaselineSearch,33,,
grouped_gemm-g4m512,contextual_rag_llm,2,1001,completed,True,0.0687360018491745,63.04833237599814,0.018464000895619392,0.016256000846624374,26,1,3707,737,1,BaselineSearch,33,,
grouped_gemm-g4m512,contextual_rag_llm,3,1002,completed,True,0.0666240006685257,82.96947907001595,0.017216000705957413,0.016383999958634377,26,1,3707,718,1,BaselineSearch,34,,
grouped_gemm-g4m512,contextual_rag_llm,4,1003,completed,True,0.0732479989528656,62.97378090798156,0.017152000218629837,0.01651199907064438,26,1,3707,725,1,BaselineSearch,33,,
grouped_gemm-g4m512,contextual_rag_llm,5,1004,completed,True,0.07091200351715088,64.06257511899457,0.018079999834299088,0.0161920003592968,26,1,3707,740,1,BaselineSearch,34,,
grouped_gemm-g4m512,hybrid_lfbo_llm,1,1000,completed,True,0.08479999750852585,132.59360466501676,0.018783999606966972,0.018303999677300453,80,1,3707,794,,BaselineSearch,71,26,54
grouped_gemm-g4m512,hybrid_lfbo_llm,2,1001,completed,True,0.07148800045251846,209.5024437920074,0.01817600056529045,0.016256000846624374,80,1,3707,726,,BaselineSearch,71,26,54
grouped_gemm-g4m512,hybrid_lfbo_llm,3,1002,completed,True,0.07302399724721909,213.14039023200166,0.017632000148296356,0.016383999958634377,80,1,3707,747,,BaselineSearch,71,26,54
grouped_gemm-g4m512,hybrid_lfbo_llm,4,1003,completed,True,0.06976000219583511,170.8502843590104,0.01759999990463257,0.0163199994713068,80,1,3707,795,,BaselineSearch,72,26,54
grouped_gemm-g4m512,hybrid_lfbo_llm,5,1004,completed,True,0.08940800279378891,145.12163056898862,0.017696000635623932,0.016256000846624374,80,1,3707,780,,BaselineSearch,71,26,54
grouped_gemm-g4m512,lfbo,1,1000,completed,True,0.15668799728155136,75.08949400199344,0.09836799651384354,0.09836799651384354,80,0,,,,BaselineSearch,42,,
grouped_gemm-g4m512,lfbo,2,1001,completed,True,0.10500800237059593,155.14291975897504,0.032735999673604965,0.0326399989426136,80,0,,,,BaselineSearch,41,,
grouped_gemm-g4m512,lfbo,3,1002,completed,True,0.1125440001487732,155.60990067900275,0.04816000163555145,0.04809600114822388,80,0,,,,BaselineSearch,43,,
grouped_gemm-g4m512,lfbo,4,1003,completed,True,0.1881919950246811,67.33874730701791,0.12111999839544296,0.12111999839544296,80,0,,,,BaselineSearch,42,,
grouped_gemm-g4m512,lfbo,5,1004,completed,True,0.2404640018939972,102.74251774000004,0.1438400000333786,0.13471999764442444,80,0,,,,BaselineSearch,43,,
grouped_gemm-g4m512,llm,1,1000,completed,True,0.070592001080513,54.528609077999135,0.01817600056529045,0.018112000077962875,26,1,3707,740,,BaselineSearch,33,,
grouped_gemm-g4m512,llm,2,1001,completed,True,0.08233600109815598,53.12071518501034,0.017311999574303627,0.016367999836802483,26,1,3707,797,,BaselineSearch,34,,
grouped_gemm-g4m512,llm,3,1002,completed,True,0.0711359977722168,74.94907896500081,0.01711999997496605,0.016831999644637108,26,1,3707,792,,BaselineSearch,33,,
grouped_gemm-g4m512,llm,4,1003,completed,True,0.07606399804353714,55.08477257998311,0.016287999227643013,0.015615999698638916,26,1,3707,752,,BaselineSearch,34,,
grouped_gemm-g4m512,llm,5,1004,completed,True,0.07001599669456482,54.39034476800589,0.018751999363303185,0.016256000846624374,26,1,3707,768,,BaselineSearch,34,,
grouped_gemm-g8m512,contextual_rag_llm,1,1000,completed,True,0.07379200309515,62.408513510017656,0.01897599920630455,0.01836800016462803,26,1,3707,780,1,BaselineSearch,33,,
grouped_gemm-g8m512,contextual_rag_llm,2,1001,completed,True,0.07760000228881836,62.20828113000607,0.01926399953663349,0.016224000602960587,26,1,3707,712,1,BaselineSearch,33,,
grouped_gemm-g8m512,contextual_rag_llm,3,1002,completed,True,0.07491199672222137,85.20623660102137,0.01711999997496605,0.016127999871969223,26,1,3707,793,1,BaselineSearch,34,,
grouped_gemm-g8m512,contextual_rag_llm,4,1003,completed,True,0.07134399935603142,63.622518502001185,0.01759999990463257,0.016704000532627106,26,1,3707,792,1,BaselineSearch,34,,
grouped_gemm-g8m512,contextual_rag_llm,5,1004,completed,True,0.07129599899053574,64.65694438200444,0.01849599927663803,0.01648000068962574,26,1,3707,716,1,BaselineSearch,34,,
grouped_gemm-g8m512,hybrid_lfbo_llm,1,1000,completed,True,0.07612799853086472,132.29133254798944,0.01759999990463257,0.017472000792622566,80,1,3707,807,,BaselineSearch,72,26,54
grouped_gemm-g8m512,hybrid_lfbo_llm,2,1001,completed,True,0.08391999825835228,212.35027734100004,0.019200000911951065,0.01635199971497059,80,1,3707,793,,BaselineSearch,71,26,54
grouped_gemm-g8m512,hybrid_lfbo_llm,3,1002,completed,True,0.07568000257015228,223.2157566959795,0.018783999606966972,0.016607999801635742,80,1,3707,766,,BaselineSearch,72,26,54
grouped_gemm-g8m512,hybrid_lfbo_llm,4,1003,completed,True,0.08076799660921097,171.9426230280078,0.01772800087928772,0.01651199907064438,80,1,3707,770,,BaselineSearch,71,26,54
grouped_gemm-g8m512,hybrid_lfbo_llm,5,1004,completed,True,0.07745600119233131,149.2090964280069,0.018303999677300453,0.0161920003592968,80,1,3707,751,,BaselineSearch,71,26,54
grouped_gemm-g8m512,lfbo,1,1000,completed,True,0.150176003575325,74.91354397800751,0.09516800194978714,0.09516800194978714,80,0,,,,BaselineSearch,42,,
grouped_gemm-g8m512,lfbo,2,1001,completed,True,0.08649600297212601,155.63330267500714,0.03248000144958496,0.0323840007185936,80,0,,,,BaselineSearch,41,,
grouped_gemm-g8m512,lfbo,3,1002,completed,True,0.11180800199508667,181.56717516900972,0.04825599864125252,0.04825599864125252,80,0,,,,BaselineSearch,43,,
grouped_gemm-g8m512,lfbo,4,1003,completed,True,0.19446399807929993,68.77416957600508,0.12099199742078781,0.12099199742078781,80,0,,,,BaselineSearch,42,,
grouped_gemm-g8m512,lfbo,5,1004,completed,True,0.13732799887657166,100.55240873698494,0.07980799674987793,0.06499200314283371,80,0,,,,BaselineSearch,43,,
grouped_gemm-g8m512,llm,1,1000,completed,True,0.07713599875569344,54.184021007007686,0.0180479995906353,0.017983999103307724,26,1,3707,780,,BaselineSearch,34,,
grouped_gemm-g8m512,llm,2,1001,completed,True,0.07705599814653397,52.83591705400613,0.01772800087928772,0.016127999871969223,26,1,3707,743,,BaselineSearch,33,,
grouped_gemm-g8m512,llm,3,1002,completed,True,0.07417599856853485,73.73723671099287,0.017632000148296356,0.016416000202298164,26,1,3707,776,,BaselineSearch,33,,
grouped_gemm-g8m512,llm,4,1003,completed,True,0.07657600194215775,55.18920186001924,0.018144000321626663,0.016575999557971954,26,1,3707,745,,BaselineSearch,33,,
grouped_gemm-g8m512,llm,5,1004,completed,True,0.07555200159549713,54.01760144199943,0.017535999417304993,0.0161920003592968,26,1,3707,749,,BaselineSearch,33,,
mamba2_chunk_scan-b1h4s2048ds128,contextual_rag_llm,1,1000,completed,True,0.010528000071644783,69.48495281103533,0.009535999968647957,0.00848000030964613,26,1,6833,982,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s2048ds128,contextual_rag_llm,2,1001,completed,True,0.011327999643981457,72.45717701601097,0.010048000141978264,0.008576000109314919,26,1,6833,862,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s2048ds128,contextual_rag_llm,3,1002,completed,True,0.010528000071644783,71.39821189601207,0.00940799992531538,0.008383999578654766,26,1,6833,899,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s2048ds128,contextual_rag_llm,4,1003,completed,True,0.011136000044643879,72.9965624549659,0.010111999697983265,0.008991999551653862,26,1,6833,809,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s2048ds128,contextual_rag_llm,5,1004,completed,True,0.011168000288307667,74.27084701496642,0.010080000385642052,0.008352000266313553,26,1,6833,849,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s2048ds128,hybrid_lfbo_llm,1,1000,completed,True,0.011359999887645245,128.56971166102448,0.010048000141978264,0.008576000109314919,80,1,4665,757,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s2048ds128,hybrid_lfbo_llm,2,1001,completed,True,0.011264000087976456,200.7564821410342,0.010367999784648418,0.008704000152647495,80,1,4665,756,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s2048ds128,hybrid_lfbo_llm,3,1002,completed,True,0.011231999844312668,136.1446536600124,0.010015999898314476,0.009664000011980534,80,1,4665,757,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s2048ds128,hybrid_lfbo_llm,4,1003,completed,True,0.011231999844312668,134.95347753097303,0.01017600018531084,0.009472000412642956,80,1,4665,789,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s2048ds128,hybrid_lfbo_llm,5,1004,completed,True,0.011136000044643879,135.94622254598653,0.010080000385642052,0.009039999917149544,80,1,4665,752,,BaselineSearch,70,26,54
mamba2_chunk_scan-b1h4s2048ds128,lfbo,1,1000,completed,True,0.014655999839305878,76.81235527503304,0.01360000018030405,0.012480000033974648,80,0,,,,BaselineSearch,42,,
mamba2_chunk_scan-b1h4s2048ds128,lfbo,2,1001,completed,True,0.011711999773979187,135.8039253379684,0.011168000288307667,0.009056000038981438,80,0,,,,BaselineSearch,41,,
mamba2_chunk_scan-b1h4s2048ds128,lfbo,3,1002,completed,True,0.01408000010997057,76.30665025499184,0.013663999736309052,0.012703999876976013,80,0,,,,BaselineSearch,41,,
mamba2_chunk_scan-b1h4s2048ds128,lfbo,4,1003,completed,True,0.013472000136971474,78.92701631196542,0.012703999876976013,0.012384000234305859,80,0,,,,BaselineSearch,41,,
mamba2_chunk_scan-b1h4s2048ds128,lfbo,5,1004,completed,True,0.012927999719977379,77.55372005596291,0.012640000320971012,0.011776000261306763,80,0,,,,BaselineSearch,42,,
mamba2_chunk_scan-b1h4s2048ds128,llm,1,1000,completed,True,0.011103999800980091,63.646713020978495,0.010111999697983265,0.008576000109314919,26,1,4665,826,,BaselineSearch,34,,
mamba2_chunk_scan-b1h4s2048ds128,llm,2,1001,completed,True,0.01104000024497509,67.9191935309791,0.01027199998497963,0.008767999708652496,26,1,4665,733,,BaselineSearch,34,,
mamba2_chunk_scan-b1h4s2048ds128,llm,3,1002,completed,True,0.011392000131309032,66.16955390595831,0.010111999697983265,0.009440000168979168,26,1,4665,738,,BaselineSearch,32,,
mamba2_chunk_scan-b1h4s2048ds128,llm,4,1003,completed,True,0.010528000071644783,65.83154345699586,0.009759999811649323,0.009472000412642956,26,1,4665,730,,BaselineSearch,32,,
mamba2_chunk_scan-b1h4s2048ds128,llm,5,1004,completed,True,0.01104000024497509,65.93152558902511,0.010239999741315842,0.008671999908983707,26,1,4665,770,,BaselineSearch,31,,
mamba2_chunk_scan-b1h4s4096ds256,contextual_rag_llm,1,1000,completed,True,0.014879999682307243,72.09403584297979,0.01414399966597557,0.010784000158309937,26,1,6833,959,1,ContextualSearch,34,,
mamba2_chunk_scan-b1h4s4096ds256,contextual_rag_llm,2,1001,completed,True,0.015584000386297703,75.31043671199586,0.014208000153303146,0.010975999757647514,26,1,6833,1010,1,ContextualSearch,34,,
mamba2_chunk_scan-b1h4s4096ds256,contextual_rag_llm,3,1002,completed,True,0.014560000039637089,74.78428915399127,0.013472000136971474,0.012223999947309494,26,1,6833,976,1,ContextualSearch,34,,
mamba2_chunk_scan-b1h4s4096ds256,contextual_rag_llm,4,1003,completed,True,0.01500799972563982,74.64612478297204,0.014240000396966934,0.01228800043463707,26,1,6833,1000,1,ContextualSearch,34,,
mamba2_chunk_scan-b1h4s4096ds256,contextual_rag_llm,5,1004,completed,True,0.011103999800980091,75.580417767982,0.010208000428974628,0.010208000428974628,26,1,6833,794,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s4096ds256,hybrid_lfbo_llm,1,1000,completed,True,0.015359999611973763,131.99882448202698,0.015104000456631184,0.01158399973064661,80,1,4665,749,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s4096ds256,hybrid_lfbo_llm,2,1001,completed,True,0.015519999898970127,211.52205035701627,0.014431999996304512,0.011296000331640244,80,1,4665,750,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s4096ds256,hybrid_lfbo_llm,3,1002,completed,True,0.015552000142633915,146.03277537901886,0.015200000256299973,0.013248000293970108,80,1,4665,747,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s4096ds256,hybrid_lfbo_llm,4,1003,completed,True,0.01539199985563755,140.02918787597446,0.014783999882638454,0.012992000207304955,80,1,4665,786,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s4096ds256,hybrid_lfbo_llm,5,1004,completed,True,0.015584000386297703,140.82491907803342,0.014560000039637089,0.011807999573647976,80,1,4665,818,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s4096ds256,lfbo,1,1000,completed,True,0.025887999683618546,77.47692161804298,0.025567999109625816,0.0230880007147789,80,0,,,,BaselineSearch,42,,
mamba2_chunk_scan-b1h4s4096ds256,lfbo,2,1001,completed,True,0.018624000251293182,140.00952887395397,0.017632000148296356,0.016767999157309532,80,0,,,,BaselineSearch,40,,
mamba2_chunk_scan-b1h4s4096ds256,lfbo,3,1002,completed,True,0.019551999866962433,84.44224159501027,0.018464000895619392,0.016992000862956047,80,0,,,,BaselineSearch,42,,
mamba2_chunk_scan-b1h4s4096ds256,lfbo,4,1003,completed,True,0.016383999958634377,74.08532991597895,0.01532800029963255,0.013632000423967838,80,0,,,,BaselineSearch,40,,
mamba2_chunk_scan-b1h4s4096ds256,lfbo,5,1004,completed,True,0.02412799932062626,79.84244397701696,0.023584000766277313,0.021824000403285027,80,0,,,,BaselineSearch,42,,
mamba2_chunk_scan-b1h4s4096ds256,llm,1,1000,completed,True,0.01548799965530634,64.66134968900587,0.014783999882638454,0.011359999887645245,26,1,4665,754,,BaselineSearch,32,,
mamba2_chunk_scan-b1h4s4096ds256,llm,2,1001,completed,True,0.015615999698638916,69.264264492027,0.014911999925971031,0.011231999844312668,26,1,4665,706,,BaselineSearch,34,,
mamba2_chunk_scan-b1h4s4096ds256,llm,3,1002,completed,True,0.015456000342965126,67.00187895598356,0.014368000440299511,0.012959999963641167,26,1,4665,738,,BaselineSearch,31,,
mamba2_chunk_scan-b1h4s4096ds256,llm,4,1003,completed,True,0.015615999698638916,69.1106919660233,0.014368000440299511,0.012480000033974648,26,1,4665,767,,BaselineSearch,33,,
mamba2_chunk_scan-b1h4s4096ds256,llm,5,1004,completed,True,0.01583999954164028,70.18944376899162,0.01462399959564209,0.011327999643981457,26,1,4665,661,,BaselineSearch,34,,
mamba2_chunk_scan-b1h4s8192ds256,contextual_rag_llm,1,1000,completed,True,0.02470399998128414,73.07343938597478,0.023871999233961105,0.020320000126957893,26,1,6833,1154,1,ContextualSearch,34,,
mamba2_chunk_scan-b1h4s8192ds256,contextual_rag_llm,2,1001,completed,True,0.024288000538945198,77.37996358796954,0.023360000923275948,0.019648000597953796,26,1,6833,1108,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s8192ds256,contextual_rag_llm,3,1002,completed,True,0.023744000121951103,73.89792839001166,0.02319999970495701,0.020416000857949257,26,1,6833,915,1,ContextualSearch,34,,
mamba2_chunk_scan-b1h4s8192ds256,contextual_rag_llm,4,1003,completed,True,0.022112000733613968,75.96485556697007,0.021888000890612602,0.0191040001809597,26,1,6833,920,1,ContextualSearch,34,,
mamba2_chunk_scan-b1h4s8192ds256,contextual_rag_llm,5,1004,completed,True,0.02131200022995472,77.64684766496066,0.02115200087428093,0.017311999574303627,26,1,6833,931,1,ContextualSearch,33,,
mamba2_chunk_scan-b1h4s8192ds256,hybrid_lfbo_llm,1,1000,completed,True,0.025696000084280968,132.94090254598996,0.024639999493956566,0.022112000733613968,80,1,4665,770,,BaselineSearch,70,26,54
mamba2_chunk_scan-b1h4s8192ds256,hybrid_lfbo_llm,2,1001,completed,True,0.025536000728607178,209.6781715109828,0.02470399998128414,0.021023999899625778,80,1,4665,720,,BaselineSearch,72,26,54
mamba2_chunk_scan-b1h4s8192ds256,hybrid_lfbo_llm,3,1002,completed,True,0.025631999596953392,143.76370780001162,0.024607999250292778,0.023711999878287315,80,1,4665,725,,BaselineSearch,71,26,54
mamba2_chunk_scan-b1h4s8192ds256,hybrid_lfbo_llm,4,1003,completed,True,0.025728000327944756,139.57318254798884,0.02473600022494793,0.021407999098300934,80,1,4665,725,,BaselineSearch,71,26,54
mamba2_chunk_scan-b1h4s8192ds256,hybrid_lfbo_llm,5,1004,completed,True,0.025855999439954758,142.52539383602561,0.024927999824285507,0.021727999672293663,80,1,4665,758,,BaselineSearch,71,26,54
mamba2_chunk_scan-b1h4s8192ds256,lfbo,1,1000,completed,True,0.045791998505592346,76.86480434500845,0.042208001017570496,0.042080000042915344,80,0,,,,BaselineSearch,42,,
mamba2_chunk_scan-b1h4s8192ds256,lfbo,2,1001,completed,True,0.024639999493956566,151.21432774397545,0.023455999791622162,0.023264000192284584,80,0,,,,BaselineSearch,41,,
mamba2_chunk_scan-b1h4s8192ds256,lfbo,3,1002,completed,True,0.03276799991726875,82.92378331400687,0.03174399957060814,0.03001599945127964,80,0,,,,BaselineSearch,41,,
mamba2_chunk_scan-b1h4s8192ds256,lfbo,4,1003,completed,True,0.02703999914228916,76.14548452303279,0.02611199952661991,0.02473600022494793,80,0,,,,BaselineSearch,40,,
mamba2_chunk_scan-b1h4s8192ds256,lfbo,5,1004,completed,True,0.03731200098991394,77.50952513300581,0.03619199991226196,0.03488000109791756,80,0,,,,BaselineSearch,41,,
mamba2_chunk_scan-b1h4s8192ds256,llm,1,1000,completed,True,0.025760000571608543,65.2553119980148,0.02457600086927414,0.021695999428629875,26,1,4665,774,,BaselineSearch,34,,
mamba2_chunk_scan-b1h4s8192ds256,llm,2,1001,completed,True,0.025919999927282333,68.99765463802032,0.02502400055527687,0.021503999829292297,26,1,4665,786,,BaselineSearch,33,,
mamba2_chunk_scan-b1h4s8192ds256,llm,3,1002,completed,True,0.025855999439954758,66.93057879101252,0.024960000067949295,0.02348800003528595,26,1,4665,775,,BaselineSearch,33,,
