arm,kernels_valid,geomean_selected_latency_ms,geomean_readiness_seconds,geomean_regret_pct,geomean_regret_vs_lfbo_pct,median_attempts,provider_requests_total,input_tokens_total,output_tokens_total
lfbo,33,0.09091328624724669,108.92542672870135,43.204857724646416,0.0,80,0,0,0
llm,33,0.08249221444904628,62.835218582945224,29.940147597782605,-9.262751513897049,26,165,629915,116241
hybrid_lfbo_llm,33,0.07431000368613189,175.08716710991067,17.051686773810193,-18.26276801386403,80,165,629915,116681
contextual_rag_llm,33,0.08084934694167943,71.81758333023271,27.352334337869365,-11.069822377993766,26,165,745070,130173
