kernel,workload_key,shapes,dtypes,arm,rep,ok,status,perf_ms,num_configs_tested,autotune_time_s,end_to_end_s,num_generations,num_compile_failures,num_accuracy_failures,tier
helion_mamba2_chunk_state_kernel,e61ad3559c56737ba4c56b068e5210ba8a2030afe809fec05771f0a087862545,"((64, 1024, 1, 128), (64, 1024, 64, 64), (64, 64, 4, 256), (64, 64, 4, 256))","('torch.float16', 'torch.float16', 'torch.float16', 'torch.float16')",lfbo,1,True,ok,0.40091224856327234,808,1269.104933670722,1271.790339990519,10,57,20,
helion_mamba2_chunk_state_kernel,e61ad3559c56737ba4c56b068e5210ba8a2030afe809fec05771f0a087862545,"((64, 1024, 1, 128), (64, 1024, 64, 64), (64, 64, 4, 256), (64, 64, 4, 256))","('torch.float16', 'torch.float16', 'torch.float16', 'torch.float16')",lfbo,2,True,ok,0.4009193324794372,1018,1852.3598216101527,1854.9798426665366,20,163,19,
helion_mamba2_chunk_state_kernel,e61ad3559c56737ba4c56b068e5210ba8a2030afe809fec05771f0a087862545,"((64, 1024, 1, 128), (64, 1024, 64, 64), (64, 64, 4, 256), (64, 64, 4, 256))","('torch.float16', 'torch.float16', 'torch.float16', 'torch.float16')",rag_lfbo,0,True,ok,0.4237053909379503,572,894.5977837564424,904.9211702905595,9,72,15,1
helion_mamba2_chunk_state_kernel,e61ad3559c56737ba4c56b068e5210ba8a2030afe809fec05771f0a087862545,"((64, 1024, 1, 128), (64, 1024, 64, 64), (64, 64, 4, 256), (64, 64, 4, 256))","('torch.float16', 'torch.float16', 'torch.float16', 'torch.float16')",rag_lfbo,1,True,ok,0.3967648653947201,544,899.8875755611807,909.7890314646065,9,64,31,1
helion_mamba2_chunk_state_kernel,e61ad3559c56737ba4c56b068e5210ba8a2030afe809fec05771f0a087862545,"((64, 1024, 1, 128), (64, 1024, 64, 64), (64, 64, 4, 256), (64, 64, 4, 256))","('torch.float16', 'torch.float16', 'torch.float16', 'torch.float16')",rag_lfbo,2,True,ok,0.39997181342673427,409,721.3869681861252,732.597259953618,7,54,14,1
jsd_forward,01c3b54e57c947407b4e2787294f24b16461c7c2e8b6bb5f4d91c5f8d9409b15,"((8192, 131072), (8192, 131072))","('torch.float32', 'torch.float32')",lfbo,0,True,ok,3.652907050572909,385,619.2553717195988,622.2368582347408,6,5,0,
jsd_forward,01c3b54e57c947407b4e2787294f24b16461c7c2e8b6bb5f4d91c5f8d9409b15,"((8192, 131072), (8192, 131072))","('torch.float32', 'torch.float32')",lfbo,1,True,ok,3.653751400800852,326,760.3566771866754,763.8883826583624,4,8,0,
jsd_forward,01c3b54e57c947407b4e2787294f24b16461c7c2e8b6bb5f4d91c5f8d9409b15,"((8192, 131072), (8192, 131072))","('torch.float32', 'torch.float32')",lfbo,2,True,ok,3.650735983481774,312,668.3506681574509,671.8500047856942,5,6,0,
jsd_forward,01c3b54e57c947407b4e2787294f24b16461c7c2e8b6bb5f4d91c5f8d9409b15,"((8192, 131072), (8192, 131072))","('torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,3.614300324366643,335,819.796211918816,831.3529277816415,5,21,0,1
jsd_forward,01c3b54e57c947407b4e2787294f24b16461c7c2e8b6bb5f4d91c5f8d9409b15,"((8192, 131072), (8192, 131072))","('torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,3.6131852315022397,401,711.7036434886977,724.6800874387845,8,25,0,1
jsd_forward,01c3b54e57c947407b4e2787294f24b16461c7c2e8b6bb5f4d91c5f8d9409b15,"((8192, 131072), (8192, 131072))","('torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,3.6170719861984253,514,1133.9478838294744,1144.4384697880596,10,29,0,1
jsd_forward,ef37b0c48dcbf3a3c254196337dc9d26dae32e5d2ea3da6bd08a19fcb16946a0,"((8192, 32768), (8192, 32768))","('torch.float32', 'torch.float32')",lfbo,0,True,ok,0.9302566666156054,287,470.990624377504,473.63381404522806,5,5,0,
jsd_forward,ef37b0c48dcbf3a3c254196337dc9d26dae32e5d2ea3da6bd08a19fcb16946a0,"((8192, 32768), (8192, 32768))","('torch.float32', 'torch.float32')",lfbo,1,True,ok,0.9376579359958046,376,439.9528237581253,442.40821583010256,8,4,0,
jsd_forward,ef37b0c48dcbf3a3c254196337dc9d26dae32e5d2ea3da6bd08a19fcb16946a0,"((8192, 32768), (8192, 32768))","('torch.float32', 'torch.float32')",lfbo,2,True,ok,0.9391097250737642,241,410.018989155069,412.03963883407414,4,3,0,
jsd_forward,ef37b0c48dcbf3a3c254196337dc9d26dae32e5d2ea3da6bd08a19fcb16946a0,"((8192, 32768), (8192, 32768))","('torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.9315236664066712,347,491.84686136897653,502.812050845474,6,17,0,1
jsd_forward,ef37b0c48dcbf3a3c254196337dc9d26dae32e5d2ea3da6bd08a19fcb16946a0,"((8192, 32768), (8192, 32768))","('torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.930698332687219,244,391.8024985762313,402.2560118949041,4,11,0,1
jsd_forward,ef37b0c48dcbf3a3c254196337dc9d26dae32e5d2ea3da6bd08a19fcb16946a0,"((8192, 32768), (8192, 32768))","('torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.9298673340429863,372,666.9107943968847,678.0907374648377,8,15,0,1
jsd_forward,f44fb83f7adca4c9b509bd7c5278bb98260761a3ae63f6d2a26fbd5799fe2449,"((8192, 4096), (8192, 4096))","('torch.float32', 'torch.float32')",lfbo,0,True,ok,0.13336383192627518,1182,895.5267414525151,899.0823452435434,20,6,0,
jsd_forward,f44fb83f7adca4c9b509bd7c5278bb98260761a3ae63f6d2a26fbd5799fe2449,"((8192, 4096), (8192, 4096))","('torch.float32', 'torch.float32')",lfbo,1,True,ok,0.13381923572449175,1117,792.4200232597068,796.5676839267835,20,2,0,
jsd_forward,f44fb83f7adca4c9b509bd7c5278bb98260761a3ae63f6d2a26fbd5799fe2449,"((8192, 4096), (8192, 4096))","('torch.float32', 'torch.float32')",lfbo,2,True,ok,0.13327622593034982,1083,818.6552429301664,822.951025721617,20,2,0,
jsd_forward,f44fb83f7adca4c9b509bd7c5278bb98260761a3ae63f6d2a26fbd5799fe2449,"((8192, 4096), (8192, 4096))","('torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.13285572408455346,744,644.5795515235513,656.5217175660655,20,1,0,1
jsd_forward,f44fb83f7adca4c9b509bd7c5278bb98260761a3ae63f6d2a26fbd5799fe2449,"((8192, 4096), (8192, 4096))","('torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.12791171124182552,410,483.4633198613301,496.620060284622,12,3,0,1
jsd_forward,f44fb83f7adca4c9b509bd7c5278bb98260761a3ae63f6d2a26fbd5799fe2449,"((8192, 4096), (8192, 4096))","('torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.14081357818827145,631,514.2954705683514,525.5012422865257,13,3,0,1
kl_div_forward,0c5042176756e52de79cc0e7086a077df3d12bc5d928be012f12965ea675de3c,"((4096, 4096), (4096, 4096))","('torch.float32', 'torch.float32')",lfbo,0,True,ok,0.07579092120521524,616,437.18728643562645,440.0656821895391,10,7,0,
kl_div_forward,0c5042176756e52de79cc0e7086a077df3d12bc5d928be012f12965ea675de3c,"((4096, 4096), (4096, 4096))","('torch.float32', 'torch.float32')",lfbo,1,True,ok,0.07522744569606549,750,398.49401155579835,401.0462429597974,12,2,0,
kl_div_forward,0c5042176756e52de79cc0e7086a077df3d12bc5d928be012f12965ea675de3c,"((4096, 4096), (4096, 4096))","('torch.float32', 'torch.float32')",lfbo,2,True,ok,0.07584600371446663,671,418.8502075439319,421.9752136170864,11,2,0,
kl_div_forward,0c5042176756e52de79cc0e7086a077df3d12bc5d928be012f12965ea675de3c,"((4096, 4096), (4096, 4096))","('torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.07507056177834447,431,342.314219372347,352.8725504493341,8,6,0,1
kl_div_forward,0c5042176756e52de79cc0e7086a077df3d12bc5d928be012f12965ea675de3c,"((4096, 4096), (4096, 4096))","('torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.07520173460802185,846,524.7015836816281,536.5541699426249,17,6,0,1
kl_div_forward,0c5042176756e52de79cc0e7086a077df3d12bc5d928be012f12965ea675de3c,"((4096, 4096), (4096, 4096))","('torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.07494733710140267,565,395.3626260282472,405.8630053540692,11,8,0,1
kl_div_forward,363ff83e6bf928220706b85c6b3d64294a71b3e48524131df82a357f58513ee5,"((4096, 32768), (4096, 32768))","('torch.float32', 'torch.float32')",lfbo,0,True,ok,0.4805972697103725,450,587.1453376067802,589.8010447975248,7,8,0,
kl_div_forward,363ff83e6bf928220706b85c6b3d64294a71b3e48524131df82a357f58513ee5,"((4096, 32768), (4096, 32768))","('torch.float32', 'torch.float32')",lfbo,1,True,ok,0.4813514282660825,335,359.55865001212806,361.98724393360317,6,7,0,
kl_div_forward,363ff83e6bf928220706b85c6b3d64294a71b3e48524131df82a357f58513ee5,"((4096, 32768), (4096, 32768))","('torch.float32', 'torch.float32')",lfbo,2,True,ok,0.4814200471429264,356,580.0320642897859,582.0358681967482,7,19,0,
kl_div_forward,363ff83e6bf928220706b85c6b3d64294a71b3e48524131df82a357f58513ee5,"((4096, 32768), (4096, 32768))","('torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.48293093464078285,325,407.154736187309,418.78005073033273,6,7,0,1
kl_div_forward,363ff83e6bf928220706b85c6b3d64294a71b3e48524131df82a357f58513ee5,"((4096, 32768), (4096, 32768))","('torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.48033855599764536,307,454.1943517960608,465.4093556115404,5,10,0,1
kl_div_forward,363ff83e6bf928220706b85c6b3d64294a71b3e48524131df82a357f58513ee5,"((4096, 32768), (4096, 32768))","('torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.4806309107845352,341,543.3517005732283,553.5351427746937,6,18,0,1
kl_div_forward,b6064f233f73868768ce7b1ed83398dd62b542f2331866ddae5eec01ced8977a,"((4096, 131072), (4096, 131072))","('torch.float32', 'torch.float32')",lfbo,0,True,ok,1.8376577227723365,363,685.7358924010769,688.938259231858,8,7,0,
kl_div_forward,b6064f233f73868768ce7b1ed83398dd62b542f2331866ddae5eec01ced8977a,"((4096, 131072), (4096, 131072))","('torch.float32', 'torch.float32')",lfbo,1,True,ok,1.822504158113517,390,435.7167376615107,438.1652156971395,8,32,0,
kl_div_forward,b6064f233f73868768ce7b1ed83398dd62b542f2331866ddae5eec01ced8977a,"((4096, 131072), (4096, 131072))","('torch.float32', 'torch.float32')",lfbo,2,True,ok,1.8232596060808968,349,473.8102458799258,476.22518274653703,5,12,0,
kl_div_forward,b6064f233f73868768ce7b1ed83398dd62b542f2331866ddae5eec01ced8977a,"((4096, 131072), (4096, 131072))","('torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,1.8322559992472331,279,377.574957924895,389.79674420226365,6,10,0,1
kl_div_forward,b6064f233f73868768ce7b1ed83398dd62b542f2331866ddae5eec01ced8977a,"((4096, 131072), (4096, 131072))","('torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,1.8364377570152284,286,387.88638182822615,398.97167609632015,5,7,0,1
kl_div_forward,b6064f233f73868768ce7b1ed83398dd62b542f2331866ddae5eec01ced8977a,"((4096, 131072), (4096, 131072))","('torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,1.8314196058348113,258,330.41706981882453,341.8473993986845,4,13,0,1
layer_norm_bwd,7a7133864af10e3d2da25bea7c66a9fde309687266820c7091cd9f10b9adc4d9,"((4096, 15872), (4096, 15872), (4096,), (4096,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,0,True,ok,0.4735919061829062,530,1105.7362177325413,1109.0313107464463,9,2,0,
layer_norm_bwd,7a7133864af10e3d2da25bea7c66a9fde309687266820c7091cd9f10b9adc4d9,"((4096, 15872), (4096, 15872), (4096,), (4096,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,1,True,ok,0.4961152383886232,605,1272.4452618975192,1275.7160022249445,13,5,0,
layer_norm_bwd,7a7133864af10e3d2da25bea7c66a9fde309687266820c7091cd9f10b9adc4d9,"((4096, 15872), (4096, 15872), (4096,), (4096,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,2,True,ok,0.4922788292169571,415,1097.5225841915235,1099.8590430226177,9,3,0,
layer_norm_bwd,7a7133864af10e3d2da25bea7c66a9fde309687266820c7091cd9f10b9adc4d9,"((4096, 15872), (4096, 15872), (4096,), (4096,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.52041045939311,348,1173.5927322208881,1183.5323286764324,9,6,0,1
layer_norm_bwd,7a7133864af10e3d2da25bea7c66a9fde309687266820c7091cd9f10b9adc4d9,"((4096, 15872), (4096, 15872), (4096,), (4096,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.4822868566427912,834,1735.7783280629665,1751.0270235827193,16,4,0,1
layer_norm_bwd,7a7133864af10e3d2da25bea7c66a9fde309687266820c7091cd9f10b9adc4d9,"((4096, 15872), (4096, 15872), (4096,), (4096,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.501540149067655,538,1195.8811493599787,1211.9523475691676,10,0,0,1
layer_norm_bwd,dec039f871ae5f36a80a5a4113445a141b66d2d812468db3f7fe2dc7ff920b69,"((4096, 10752), (4096, 10752), (4096,), (4096,), (10752,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,0,True,ok,0.26698564902971716,827,1793.7183210598305,1797.6560155274346,17,11,0,
layer_norm_bwd,dec039f871ae5f36a80a5a4113445a141b66d2d812468db3f7fe2dc7ff920b69,"((4096, 10752), (4096, 10752), (4096,), (4096,), (10752,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,1,True,ok,0.26664127664420995,1182,2270.2423295350745,2273.439351916313,20,10,0,
layer_norm_bwd,dec039f871ae5f36a80a5a4113445a141b66d2d812468db3f7fe2dc7ff920b69,"((4096, 10752), (4096, 10752), (4096,), (4096,), (10752,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,2,True,ok,0.2661540981934551,927,1498.5764045435935,1501.9802943728864,16,4,0,
layer_norm_bwd,dec039f871ae5f36a80a5a4113445a141b66d2d812468db3f7fe2dc7ff920b69,"((4096, 10752), (4096, 10752), (4096,), (4096,), (10752,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.2680385698610386,232,1049.67236899212,1069.0729056112468,5,7,0,1
layer_norm_bwd,dec039f871ae5f36a80a5a4113445a141b66d2d812468db3f7fe2dc7ff920b69,"((4096, 10752), (4096, 10752), (4096,), (4096,), (10752,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.26707664029743833,212,840.8687816867605,858.9699374986812,4,4,0,1
layer_norm_bwd,dec039f871ae5f36a80a5a4113445a141b66d2d812468db3f7fe2dc7ff920b69,"((4096, 10752), (4096, 10752), (4096,), (4096,), (10752,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.26794557566895627,184,1001.105550407432,1012.4206634107977,4,6,0,1
layer_norm_bwd,f6ab10d318a2620c0e3ffa915d0e87e0b710937130143f94c787458e079ce30b,"((4096, 1024), (4096, 1024), (4096,), (4096,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,0,True,ok,0.041885040793859844,1069,1828.464704863727,1832.0554412072524,20,69,0,
layer_norm_bwd,f6ab10d318a2620c0e3ffa915d0e87e0b710937130143f94c787458e079ce30b,"((4096, 1024), (4096, 1024), (4096,), (4096,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,1,True,ok,0.04301767684817314,800,794.2485805647448,797.5543180648237,20,18,0,
layer_norm_bwd,f6ab10d318a2620c0e3ffa915d0e87e0b710937130143f94c787458e079ce30b,"((4096, 1024), (4096, 1024), (4096,), (4096,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",lfbo,2,True,ok,0.04143903784076624,1096,939.3436822043732,944.4838702483103,20,27,0,
layer_norm_bwd,f6ab10d318a2620c0e3ffa915d0e87e0b710937130143f94c787458e079ce30b,"((4096, 1024), (4096, 1024), (4096,), (4096,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.042279601922291625,584,683.099067946896,696.077618997544,16,20,0,1
layer_norm_bwd,f6ab10d318a2620c0e3ffa915d0e87e0b710937130143f94c787458e079ce30b,"((4096, 1024), (4096, 1024), (4096,), (4096,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.04084372818823109,799,802.3179777730256,815.3809800958261,20,16,0,1
layer_norm_bwd,f6ab10d318a2620c0e3ffa915d0e87e0b710937130143f94c787458e079ce30b,"((4096, 1024), (4096, 1024), (4096,), (4096,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.04332805099780116,757,762.9106187392026,774.8181351926178,20,9,0,1
layer_norm_fwd,0f108d2fd87cf5004775a66db8a025e8e42cc4cb5eb313f8bc9ecd405b0315c8,"((4096, 15872), (15872,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,0,True,ok,0.24108157611458841,502,632.796749160625,634.9729451574385,12,12,0,
layer_norm_fwd,0f108d2fd87cf5004775a66db8a025e8e42cc4cb5eb313f8bc9ecd405b0315c8,"((4096, 15872), (15872,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,1,True,ok,0.2417750180520736,582,492.8001055326313,495.1554604694247,13,8,0,
layer_norm_fwd,0f108d2fd87cf5004775a66db8a025e8e42cc4cb5eb313f8bc9ecd405b0315c8,"((4096, 15872), (15872,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,2,True,ok,0.24230214489111002,627,552.226830277592,555.6204768074676,12,9,0,
layer_norm_fwd,0f108d2fd87cf5004775a66db8a025e8e42cc4cb5eb313f8bc9ecd405b0315c8,"((4096, 15872), (15872,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.24070172279738308,320,418.18266563117504,429.6506539909169,5,6,0,1
layer_norm_fwd,0f108d2fd87cf5004775a66db8a025e8e42cc4cb5eb313f8bc9ecd405b0315c8,"((4096, 15872), (15872,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.24094613741020865,278,317.56051549408585,328.8359165592119,5,12,0,1
layer_norm_fwd,0f108d2fd87cf5004775a66db8a025e8e42cc4cb5eb313f8bc9ecd405b0315c8,"((4096, 15872), (15872,), (15872,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.2404878535768488,320,338.30791155062616,350.30707563180476,6,9,0,1
layer_norm_fwd,38ce24f2d98238066a881bfcc4c9d11219c1ed902584ec1d3c1eae997045f346,"((4096, 10240), (10240,), (10240,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,0,True,ok,0.15792968067802302,556,628.8430592818186,631.4665865385905,11,11,0,
layer_norm_fwd,38ce24f2d98238066a881bfcc4c9d11219c1ed902584ec1d3c1eae997045f346,"((4096, 10240), (10240,), (10240,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,1,True,ok,0.15786823246452616,480,540.4239074504003,543.3269235733896,8,8,0,
layer_norm_fwd,38ce24f2d98238066a881bfcc4c9d11219c1ed902584ec1d3c1eae997045f346,"((4096, 10240), (10240,), (10240,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,2,True,ok,0.15765250852918097,385,416.88800852000713,419.22825384605676,8,10,0,
layer_norm_fwd,38ce24f2d98238066a881bfcc4c9d11219c1ed902584ec1d3c1eae997045f346,"((4096, 10240), (10240,), (10240,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.15655543479727907,291,358.8990053143352,368.82845150399953,9,10,0,1
layer_norm_fwd,38ce24f2d98238066a881bfcc4c9d11219c1ed902584ec1d3c1eae997045f346,"((4096, 10240), (10240,), (10240,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.15623640985204904,496,432.77553775161505,444.4392536394298,19,12,0,1
layer_norm_fwd,38ce24f2d98238066a881bfcc4c9d11219c1ed902584ec1d3c1eae997045f346,"((4096, 10240), (10240,), (10240,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.15672336357899688,204,272.33570910897106,282.59886006079614,4,4,0,1
layer_norm_fwd,7a8b7137d5431ce5588c19e84ba2f85aee3afb0da51c49f7b7f8a41be8e6bcc1,"((4096, 1024), (1024,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,0,True,ok,0.01810952808624238,780,518.8622448388487,522.090742688626,13,4,0,
layer_norm_fwd,7a8b7137d5431ce5588c19e84ba2f85aee3afb0da51c49f7b7f8a41be8e6bcc1,"((4096, 1024), (1024,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,1,True,ok,0.019356203425970286,1105,543.8570804521441,547.0615558484569,20,6,0,
layer_norm_fwd,7a8b7137d5431ce5588c19e84ba2f85aee3afb0da51c49f7b7f8a41be8e6bcc1,"((4096, 1024), (1024,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32')",lfbo,2,True,ok,0.017657142836129763,757,581.0539815193042,583.744350804016,19,6,0,
layer_norm_fwd,7a8b7137d5431ce5588c19e84ba2f85aee3afb0da51c49f7b7f8a41be8e6bcc1,"((4096, 1024), (1024,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,0,True,ok,0.020060364674217738,961,615.6726316781715,627.7321784170344,20,6,0,1
layer_norm_fwd,7a8b7137d5431ce5588c19e84ba2f85aee3afb0da51c49f7b7f8a41be8e6bcc1,"((4096, 1024), (1024,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,1,True,ok,0.020770681525096712,880,565.0656454693526,575.5624795751646,20,6,0,1
layer_norm_fwd,7a8b7137d5431ce5588c19e84ba2f85aee3afb0da51c49f7b7f8a41be8e6bcc1,"((4096, 1024), (1024,), (1024,))","('torch.float32', 'torch.float32', 'torch.float32')",rag_lfbo,2,True,ok,0.018525846187373275,1007,606.042437903583,618.1421071337536,17,7,0,1
matmul,2d591adecc64ec78354288e05913475fa762801c9a9efddc651e91f3ab3b1e5c,"((2048, 2048), (2048, 12288))","('torch.float16', 'torch.float16')",lfbo,0,True,ok,0.16398081776140785,893,441.83298753760755,445.19670009054244,13,185,0,
matmul,2d591adecc64ec78354288e05913475fa762801c9a9efddc651e91f3ab3b1e5c,"((2048, 2048), (2048, 12288))","('torch.float16', 'torch.float16')",lfbo,1,True,ok,0.16054619126123926,537,233.59975669533014,235.7584371017292,12,126,0,
matmul,2d591adecc64ec78354288e05913475fa762801c9a9efddc651e91f3ab3b1e5c,"((2048, 2048), (2048, 12288))","('torch.float16', 'torch.float16')",lfbo,2,True,ok,0.16207956398865184,1163,549.6115985652432,552.5352152474225,20,266,0,
matmul,2d591adecc64ec78354288e05913475fa762801c9a9efddc651e91f3ab3b1e5c,"((2048, 2048), (2048, 12288))","('torch.float16', 'torch.float16')",rag_lfbo,0,True,ok,0.15775708294375826,655,721.2652944503352,732.3043686524034,11,141,0,1
matmul,2d591adecc64ec78354288e05913475fa762801c9a9efddc651e91f3ab3b1e5c,"((2048, 2048), (2048, 12288))","('torch.float16', 'torch.float16')",rag_lfbo,1,True,ok,0.15919363518989055,614,451.7442808672786,463.1651673754677,10,158,0,1
matmul,2d591adecc64ec78354288e05913475fa762801c9a9efddc651e91f3ab3b1e5c,"((2048, 2048), (2048, 12288))","('torch.float16', 'torch.float16')",rag_lfbo,2,True,ok,0.15768518796246447,795,718.9863759214059,729.6305779982358,17,215,0,1
matmul,35b931856c1cf6c039ec349e70da911f2b2a0320a01b817cff978f59eb157e4f,"((12288, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",lfbo,0,True,ok,0.048892901485820046,866,442.58291451074183,445.3420163029805,13,117,0,
matmul,35b931856c1cf6c039ec349e70da911f2b2a0320a01b817cff978f59eb157e4f,"((12288, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",lfbo,1,True,ok,0.048648026473697266,811,423.2658965550363,426.4314316250384,13,143,0,
matmul,35b931856c1cf6c039ec349e70da911f2b2a0320a01b817cff978f59eb157e4f,"((12288, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",lfbo,2,True,ok,0.04927041059026852,893,409.0709345340729,412.3196818921715,18,182,0,
matmul,35b931856c1cf6c039ec349e70da911f2b2a0320a01b817cff978f59eb157e4f,"((12288, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",rag_lfbo,0,True,ok,0.0476105520363189,467,519.6589874466881,530.4291499601677,7,106,0,1
matmul,35b931856c1cf6c039ec349e70da911f2b2a0320a01b817cff978f59eb157e4f,"((12288, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",rag_lfbo,1,True,ok,0.047055813152722406,798,1080.9027083115652,1094.0846439609304,20,213,0,1
matmul,35b931856c1cf6c039ec349e70da911f2b2a0320a01b817cff978f59eb157e4f,"((12288, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",rag_lfbo,2,True,ok,0.048258585874179395,481,540.6460715513676,553.3598367013037,7,92,0,1
matmul,996d5d4b8f3fbbf63ce8b499ba3e94c5685d0d8b518bbb8f8f0099cbe4dfd235,"((4096, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",lfbo,0,True,ok,0.018450147967326313,818,278.2910327417776,281.5085396654904,12,132,0,
matmul,996d5d4b8f3fbbf63ce8b499ba3e94c5685d0d8b518bbb8f8f0099cbe4dfd235,"((4096, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",lfbo,1,True,ok,0.01879113603534822,891,882.3282296024263,889.3678909242153,14,163,0,
matmul,996d5d4b8f3fbbf63ce8b499ba3e94c5685d0d8b518bbb8f8f0099cbe4dfd235,"((4096, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",lfbo,2,True,ok,0.019961518404356313,829,318.7027769861743,321.5367549518123,10,192,0,
matmul,996d5d4b8f3fbbf63ce8b499ba3e94c5685d0d8b518bbb8f8f0099cbe4dfd235,"((4096, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",rag_lfbo,0,True,ok,0.018860106913139715,778,687.4424265902489,698.6753684263676,20,151,0,1
matmul,996d5d4b8f3fbbf63ce8b499ba3e94c5685d0d8b518bbb8f8f0099cbe4dfd235,"((4096, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",rag_lfbo,1,True,ok,0.01963632733105125,462,332.5522481817752,342.92957922350615,7,138,0,1
matmul,996d5d4b8f3fbbf63ce8b499ba3e94c5685d0d8b518bbb8f8f0099cbe4dfd235,"((4096, 1024), (1024, 1024))","('torch.float16', 'torch.float16')",rag_lfbo,2,True,ok,0.018853822252195743,638,393.1949200332165,404.4634322207421,11,128,0,1
